date,category,node_count,inflow,outflow,within_sector_exposure,cross_sector_inflow,cross_sector_outflow,activity,log_activity,net_inflow,exposure_shift_ratio,contraction_score
2020-05-11,Primary Market Tokens,20,289060.5187900001,21105595.474340003,0.0,289060.5187900001,21105595.474340003,21394655.993130002,16.878651775600307,-20816534.955550004,-0.9729782503740355,0.9729782503740355
2020-05-11,Other / Unknown,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-05-18,Asset Management,4,199463000.59797,199499687.0063,199406343.7292,56656.86877000332,93343.2770999968,398962687.60427,19.80437845821159,-36686.40832999349,-9.195448464188871e-05,9.195448464188871e-05
2020-05-18,"Infrastructure, Services & Financial Products",13,1288814.8348100001,1247675.5627899994,12520.33456,1276294.50025,1235155.2282299993,2536490.3976,14.746292344538226,41139.27202000073,0.016218974082821788,-0.016218974082821788
2020-05-18,"Lending, Borrowing & Real World Assets",7,7973627.037119992,12164653.549399998,4424781.579689998,3548845.457429994,7739871.96971,20138280.58651999,16.81813311820431,-4191026.512280006,-0.2081124301687088,0.2081124301687088
2020-05-18,Privacy & Security,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-05-18,Trading & Exchanges,15,29942199.169049997,15995644.731140004,21175.40350999999,29921023.765539996,15974469.327630004,45937843.90019,17.64279984294049,13946554.437909992,0.3035961911536799,-0.3035961911536799
2020-05-18,Primary Market Tokens,24,22272080.890950006,32032061.68026999,0.0,22272080.890950006,32032061.68026999,54304142.571219996,17.810111090855038,-9759980.789319985,-0.1797281077869842,0.1797281077869842
2020-05-18,Other / Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-05-25,Asset Management,4,126773622.44724005,127146314.04999006,126773622.44724005,0.0,372691.60275000334,253919936.4972301,19.352529568590917,-372691.60275000334,-0.0014677524257890196,0.0014677524257890196
2020-05-25,"Infrastructure, Services & Financial Products",13,1160826.29204,2246936.31434,54541.76112999999,1106284.53091,2192394.55321,3407762.60638,15.04156680020041,-1086110.0223,-0.3187164564417102,0.3187164564417102
2020-05-25,"Lending, Borrowing & Real World Assets",8,23761536.667759996,6141828.756349999,4495206.516489999,19266330.151269995,1646622.23986,29903365.424109995,17.213481621458318,17619707.911409996,0.5892215695964397,-0.5892215695964397
2020-05-25,Privacy & Security,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-05-25,Trading & Exchanges,14,20580089.422169995,595077.2034399996,68585.61795,20511503.804219995,526491.5854899996,21175166.625609994,16.8683397146746,19985012.218729995,0.9437948032276363,-0.9437948032276363
2020-05-25,Primary Market Tokens,26,308781.1486499999,36454699.65373999,0.0,308781.1486499999,36454699.65373999,36763480.80238999,17.420015568115176,-36145918.50508999,-0.9832017457590727,0.9832017457590727
2020-05-25,Other / Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-06-01,Asset Management,4,103016930.09893002,103355162.07543002,102643285.78640002,373644.31252999604,711876.2890300006,206372092.17436004,19.14519137494176,-338231.97650000453,-0.0016389424216053325,0.0016389424216053325
2020-06-01,"Infrastructure, Services & Financial Products",13,210631.58036999992,2574938.1931700013,74370.03996,136261.54040999993,2500568.153210001,2785569.7735400014,14.839963355960837,-2364306.612800001,-0.848769481654504,0.848769481654504
2020-06-01,"Lending, Borrowing & Real World Assets",8,20890771.471920002,15584705.252399998,13714906.351069998,7175865.120850004,1869798.9013299998,36475476.72432,17.412150749595646,5306066.2195200045,0.14546941386463602,-0.14546941386463602
2020-06-01,Privacy & Security,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-06-01,Trading & Exchanges,16,14533336.189680003,2621154.092270006,1592699.2124100002,12940636.977270003,1028454.8798600058,17154490.281950008,16.65777057962048,11912182.097409997,0.6944060652122098,-0.6944060652122098
2020-06-01,Primary Market Tokens,31,1771912.378630006,16287622.106260005,0.0,1771912.378630006,16287622.106260005,18059534.48489001,16.709184384962864,-14515709.727629999,-0.8037698723505278,0.8037698723505278
2020-06-01,Other / Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-06-08,Asset Management,4,19805916.585300025,19739659.807100024,19736397.429880023,69519.1554200016,3262.3772200010717,39545576.39240005,17.492964422724246,66256.77820000052,0.001675453596694418,-0.001675453596694418
2020-06-08,"Infrastructure, Services & Financial Products",16,2282625.1890300005,156231.91127999997,29940.610449999964,2252684.5785800004,126291.30083000001,2438857.1003100006,14.707040496050872,2126393.2777500004,0.8718810452156942,-0.8718810452156942
2020-06-08,"Lending, Borrowing & Real World Assets",9,34393598.43435,44329812.49502,24343823.422369994,10049775.011980005,19985989.072650008,78723410.92937,18.181451152367714,-9936214.060670003,-0.1262167625026397,0.1262167625026397
2020-06-08,Privacy & Security,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-06-08,Trading & Exchanges,19,7440801.610140001,5199192.97322,359667.7601100001,7081133.850030001,4839525.21311,12639994.583360001,16.352376597265202,2241608.6369200014,0.17734253144941856,-0.17734253144941856
2020-06-08,Primary Market Tokens,45,20477952.929950006,14975900.126850003,0.0,20477952.929950006,14975900.126850003,35453853.05680001,17.3837425231374,5502052.803100003,0.15518913541739057,-0.15518913541739057
2020-06-08,Other / Unknown,2,0.0,97.43530000000001,0.0,0.0,97.43530000000001,97.43530000000001,4.5893994795638555,-97.43530000000001,-1.0,1.0
2020-06-15,Asset Management,4,13879491.086029986,14432918.585889986,13779725.439859986,99765.64616999961,653193.1460299995,28312409.67191997,17.158810806126876,-553427.4998599999,-0.01954717052603562,0.01954717052603562
2020-06-15,"Infrastructure, Services & Financial Products",17,1311937.7783300004,91871266.85081,22861.59860000004,1289076.1797300002,91848405.25221,93183204.62914,18.35007806630614,-90559329.07248001,-0.9718417544545419,0.9718417544545419
2020-06-15,"Lending, Borrowing & Real World Assets",9,860704194.25026,49776135.310370006,45184882.40894,815519311.84132,4591252.901430003,910480329.56063,20.629482853999775,810928058.93989,0.8906596140646105,-0.8906596140646105
2020-06-15,Privacy & Security,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-06-15,Trading & Exchanges,22,38825924.78926,34706855.74618,1460294.26362,37365630.52564,33246561.482559998,73532780.53544,18.113241872036276,4119069.043080002,0.05601677256165728,-0.05601677256165728
2020-06-15,Primary Market Tokens,51,8334871.204529999,732269115.87547,0.0,8334871.204529999,732269115.87547,740603987.08,20.422976611360426,-723934244.67094,-0.9774916923215816,0.9774916923215816
2020-06-15,Other / Unknown,2,0.0,126.73969,0.0,0.0,126.73969,126.73969,4.849994521326052,-126.73969,-1.0,1.0
2020-06-22,Asset Management,5,36950840.68132001,41008272.96923001,36470194.28692001,480646.3944000006,4538078.68231,77959113.65055002,18.17169507608135,-4057432.2879099995,-0.05204564415774849,0.05204564415774849
2020-06-22,"Infrastructure, Services & Financial Products",17,1277857.47201,262634413.46785003,30540.831259999974,1247316.64075,262603872.63659003,263912270.93986002,19.39112730262752,-261356555.99584004,-0.9903160435287135,0.9903160435287135
2020-06-22,"Lending, Borrowing & Real World Assets",9,319047573.10533005,275680119.51366,27348229.75772001,291699343.34761006,248331889.75594002,594727692.6189901,20.203614200969408,43367453.59167004,0.07291984908369355,-0.07291984908369355
2020-06-22,Privacy & Security,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-06-22,Trading & Exchanges,25,174320348.68998,14755705.56315,7985255.73154,166335092.95844,6770449.83161,189076054.25313,19.05765990082595,159564643.12683,0.8439177756121836,-0.8439177756121836
2020-06-22,Primary Market Tokens,70,190910341.17172,128332918.46919999,0.0,190910341.17172,128332918.46919999,319243259.64092,19.58146394268048,62577422.70252001,0.19601799196295064,-0.19601799196295064
2020-06-22,Other / Unknown,2,0.0,95531.13727,0.0,0.0,95531.13727,95531.13727,11.467217985776271,-95531.13727,-1.0,1.0
2020-06-29,Asset Management,5,46574581.77949,47008385.24738,46522047.544420004,52534.23506999761,486337.70295999944,93582967.02687001,18.354358959365193,-433803.46789000183,-0.004635495984706768,0.004635495984706768
2020-06-29,"Infrastructure, Services & Financial Products",17,578171882.1685399,3688672.827320001,68807.27000000002,578103074.8985399,3619865.557320001,581860554.9958599,20.18174138247953,574483209.3412199,0.9873211105456488,-0.9873211105456488
2020-06-29,"Lending, Borrowing & Real World Assets",9,1440175033.92112,1658972299.8713899,1020360433.08612,419814600.8349999,638611866.7852699,3099147333.79251,21.85439285731068,-218797265.95026994,-0.07059918176994891,0.07059918176994891
2020-06-29,Privacy & Security,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-06-29,Trading & Exchanges,25,67342987.64751,34702919.803670004,2166045.2724699993,65176942.37504001,32536874.531200007,102045907.45118001,18.440933352846343,32640067.843840003,0.31985670625208956,-0.31985670625208956
2020-06-29,Primary Market Tokens,76,62875825.56789,450725140.67736995,0.0,62875825.56789,450725140.67736995,513600966.24525994,20.056957193603946,-387849315.10947996,-0.7551569031205253,0.7551569031205253
2020-06-29,Other / Unknown,2,0.0,42892.65741999999,0.0,0.0,42892.65741999999,42892.65741999999,10.666479248298211,-42892.65741999999,-1.0,1.0
2020-07-06,Asset Management,5,26720398.153739974,27827549.082339972,26662644.114139974,57754.039599999785,1164904.9681999981,54547947.236079946,17.814590656998494,-1107150.9285999984,-0.020296839472406205,0.020296839472406205
2020-07-06,"Infrastructure, Services & Financial Products",18,6596057.187600003,12054129.40439,70733.97287000003,6525323.214730003,11983395.43152,18650186.59199,16.741366762555256,-5458072.216789997,-0.29265509971541864,0.29265509971541864
2020-07-06,"Lending, Borrowing & Real World Assets",8,577256687.40258,632440536.34223,534176745.0323,43079942.37028003,98263791.30992997,1209697223.74481,20.913635937759313,-55183848.93964994,-0.04561790161741428,0.04561790161741428
2020-07-06,Privacy & Security,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-07-06,Trading & Exchanges,26,71750015.79377998,17711143.883430004,2202858.6908100015,69547157.10296999,15508285.192620002,89461159.67720999,18.30931513014381,54038871.91034998,0.6040484172721522,-0.6040484172721522
2020-07-06,Primary Market Tokens,81,94312784.75945002,86520413.93031996,0.0,94312784.75945002,86520413.93031996,180833198.68976998,19.01308561566776,7792370.8291300535,0.04309148367440165,-0.04309148367440165
2020-07-06,Other / Unknown,2,0.0,82170.65443999998,0.0,0.0,82170.65443999998,82170.65443999998,11.316565685078144,-82170.65443999998,-1.0,1.0
2020-07-13,Asset Management,6,10411105.60483002,10316971.61966002,10316971.61966002,94133.9851699993,0.0,20728077.22449004,16.8469997750731,94133.9851699993,0.004541375649584171,-0.004541375649584171
2020-07-13,"Infrastructure, Services & Financial Products",21,9984877.220149996,19431299.719469994,25417.32253,9959459.897619996,19405882.396939993,29416176.93961999,17.19705535102096,-9446422.499319999,-0.32113019032724216,0.32113019032724216
2020-07-13,"Lending, Borrowing & Real World Assets",8,99463457.98234998,156657357.39113003,46842120.00309998,52621337.97925,109815237.38803005,256120815.37348002,19.361159830074577,-57193899.40878005,-0.22330828255945878,0.22330828255945878
2020-07-13,Privacy & Security,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-07-13,Trading & Exchanges,27,74514389.31297,17245705.20008,2446858.9230400003,72067530.38993,14798846.27704,91760094.51304999,18.334688071685566,57268684.11289,0.624113177049369,-0.624113177049369
2020-07-13,Primary Market Tokens,83,108948922.31845005,99730380.15433,0.0,108948922.31845005,99730380.15433,208679302.47278005,19.1563091983363,9218542.164120048,0.04417564202526749,-0.04417564202526749
2020-07-13,Other / Unknown,2,58961.64592000004,0.0,0.0,58961.64592000004,0.0,58961.64592000004,10.984659402382757,58961.64592000004,1.0,-1.0
2020-07-20,Asset Management,6,46569174.72062999,49848647.04216999,46567516.85523999,1657.8653900027275,3281130.186930001,96417821.76279998,18.384201625923474,-3279472.321539998,-0.034013134310458853,0.034013134310458853
2020-07-20,"Infrastructure, Services & Financial Products",21,3526893.3000300005,38714742.87778,39953.52578999997,3486939.7742400006,38674789.35199,42241636.17781,17.55891695555554,-35187849.57775,-0.8330134142918111,0.8330134142918111
2020-07-20,"Lending, Borrowing & Real World Assets",9,854526284.2026201,598793295.8982401,394878507.9114701,459647776.29115003,203914787.98676997,1453319580.10086,21.097116143049195,255732988.30438006,0.17596473054235753,-0.17596473054235753
2020-07-20,Privacy & Security,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-07-20,Trading & Exchanges,26,354934500.17025995,53288519.692609996,9577466.95222,345357033.21803993,43711052.740389995,408223019.86287,19.82732420278821,301645980.4776499,0.7389244746143386,-0.7389244746143386
2020-07-20,Primary Market Tokens,86,204777452.91074002,723614081.07872,0.0,204777452.91074002,723614081.07872,928391533.98946,20.648964114474495,-518836628.16797996,-0.5588554065529321,0.5588554065529321
2020-07-20,Other / Unknown,2,0.0,75018.71476,0.0,0.0,75018.71476,75018.71476,11.225506221442567,-75018.71476,-1.0,1.0
2020-07-27,Asset Management,7,35157833.32546001,36173152.437330015,34473332.79526001,684500.5301999971,1699819.6420700029,71330985.76279002,18.082841387928198,-1015319.1118700057,-0.014233913929725185,0.014233913929725185
2020-07-27,"Infrastructure, Services & Financial Products",23,2760490.7791900006,14866401.7856,72698.23457000002,2687792.5446200008,14793703.551029999,17626892.56479,16.684936337191882,-12105911.006409999,-0.6867864521164525,0.6867864521164525
2020-07-27,"Lending, Borrowing & Real World Assets",10,357082343.89563006,362018044.7469801,167849611.0245801,189232732.87104997,194168433.72239998,719100388.6426101,20.393511529920175,-4935700.851350009,-0.006863716011427485,0.006863716011427485
2020-07-27,Privacy & Security,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-07-27,Trading & Exchanges,28,190314465.52128,38633549.87311,5413819.225399997,184900646.29588,33219730.64771,228948015.39439,19.249005533104928,151680915.64817,0.6625124720425364,-0.6625124720425364
2020-07-27,Primary Market Tokens,93,139517702.40751,273103099.0612,0.0,139517702.40751,273103099.0612,412620801.46871006,19.83803957533511,-133585396.65369001,-0.3237485753946413,0.3237485753946413
2020-07-27,Other / Unknown,2,0.0,38588.02484999999,0.0,0.0,38588.02484999999,38588.02484999999,10.560723184712515,-38588.02484999999,-1.0,1.0
2020-08-03,Asset Management,9,32396457.886140045,33657281.067230046,31091871.738840044,1304586.1473000012,2565409.3283900023,66053738.953370094,18.005979210393477,-1260823.181090001,-0.01908783970548685,0.01908783970548685
2020-08-03,"Infrastructure, Services & Financial Products",23,55512689.9995,39846104.822629996,78439.86319,55434250.136309996,39767664.95943999,95358794.82213,18.37315713349741,15666585.176870003,0.16429093096334146,-0.16429093096334146
2020-08-03,"Lending, Borrowing & Real World Assets",10,373236702.04919,356452324.95258,254904328.39141,118332373.65777999,101547996.56116998,729689027.00177,20.408129012308933,16784377.09661001,0.023002096064916287,-0.023002096064916287
2020-08-03,Privacy & Security,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-08-03,Trading & Exchanges,30,136963596.13563,112241251.76016997,16729578.915069995,120234017.22056001,95511672.84509997,249204847.8958,19.333785802536585,24722344.375460044,0.09920490947189436,-0.09920490947189436
2020-08-03,Primary Market Tokens,106,158261394.71928993,214172602.57216,0.0,158261394.71928993,214172602.57216,372433997.2914499,19.735570394289866,-55911207.85287008,-0.1501238024978598,0.1501238024978598
2020-08-03,Other / Unknown,2,0.0,1275.6149799999548,0.0,0.0,1275.6149799999548,1275.6149799999548,7.151967307047294,-1275.6149799999548,-1.0,1.0
2020-08-10,Asset Management,9,111090641.24461997,108333813.65994996,108162000.30693996,2928640.937680006,171813.3530099988,219424454.90456992,19.206518566797453,2756827.584670007,0.012563903079394598,-0.012563903079394598
2020-08-10,"Infrastructure, Services & Financial Products",23,9506886.526630001,50043823.78451001,718932.68912,8787953.83751,49324891.09539001,59550710.31114001,17.9023387984657,-40536937.25788001,-0.6807129091505876,0.6807129091505876
2020-08-10,"Lending, Borrowing & Real World Assets",11,982909899.60432,463854087.90699995,421446411.34643996,561463488.2578801,42407676.56055999,1446763987.51132,21.092595167292384,519055811.6973201,0.35877020452394887,-0.35877020452394887
2020-08-10,Privacy & Security,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-08-10,Trading & Exchanges,30,889772814.8987799,129239257.97842999,17893547.12441,871879267.7743698,111345710.85401998,1019012072.8772099,20.742099439867744,760533556.9203498,0.7463440102068285,-0.7463440102068285
2020-08-10,Primary Market Tokens,111,109922569.26187997,1351471690.73816,0.0,109922569.26187997,1351471690.73816,1461394260.0000398,21.10265679025746,-1241549121.47628,-0.8495647994924013,0.8495647994924013
2020-08-10,Other / Unknown,2,0.0,260137.46817999997,0.0,0.0,260137.46817999997,260137.46817999997,12.468969338155711,-260137.46817999997,-1.0,1.0
2020-08-17,Asset Management,9,17185874.08460002,22913345.02254002,17184099.92720002,1774.1574000008404,5729245.095340002,40099219.10714004,17.506867443387918,-5727470.9379400015,-0.14283248066843704,0.14283248066843704
2020-08-17,"Infrastructure, Services & Financial Products",24,1767705.8343800004,116927337.81558998,310880.34138,1456825.4930000002,116616457.47420998,118695043.64996998,18.592068111867444,-115159631.98120998,-0.970214327742396,0.970214327742396
2020-08-17,"Lending, Borrowing & Real World Assets",12,532426595.5879402,287827216.5781202,178154947.32728016,354271648.26066005,109672269.25084001,820253812.1660604,20.52512437857988,244599379.00982004,0.2981996247769963,-0.2981996247769963
2020-08-17,Privacy & Security,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-08-17,Trading & Exchanges,32,318028060.22367,55191283.80818999,22820624.977939997,295207435.24573,32370658.83024999,373219344.03186,19.737676861156373,262836776.41548002,0.7042421048600387,-0.7042421048600387
2020-08-17,Primary Market Tokens,115,169214654.67062995,555968407.7724701,0.0,169214654.67062995,555968407.7724701,725183062.4431001,20.40193468224669,-386753753.10184014,-0.5333187896017441,0.5333187896017441
2020-08-17,Other / Unknown,2,204700.59569,0.0,0.0,204700.59569,0.0,204700.59569,12.229308566880356,204700.59569,1.0,-1.0
2020-08-24,Asset Management,9,50365888.85754998,59325485.653099984,49712625.62625998,653263.2312899977,9612860.026840001,109691374.51064996,18.513181303291113,-8959596.795550004,-0.0816800485500354,0.0816800485500354
