date,category,node_count,inflow,outflow,within_sector_exposure,cross_sector_inflow,cross_sector_outflow,activity,log_activity,net_inflow,exposure_shift_ratio,contraction_score,network_degree,network_pressure,connection_concentration,forecast_date,target_contraction_next_week,contraction_lag_1,contraction_lag_2,contraction_lag_3,contraction_lag_4,sample
2020-09-14,Asset Management,15,39756599.31156998,27362926.997659985,26309164.427919984,13447434.883649996,1053762.569740001,67119526.30922997,18.02198557762569,12393672.313909996,0.1846507714731246,-0.1846507714731246,4,-0.572464347624498,0.9015394000664584,2020-09-21,-0.8194233955171069,-0.1846507714731246,0.0378234246521012,-0.0386041448496856,0.0816800485500354,training
2020-09-21,Asset Management,18,339671779.89645,33712206.187680006,31718521.59582001,307953258.30063,1993684.5918599963,373383986.08413,19.73811790407128,305959573.70877,0.8194233955171069,-0.8194233955171069,4,0.6251687684209397,0.968338562100494,2020-09-28,0.8239566791327663,-0.8194233955171069,-0.1846507714731246,0.0378234246521012,-0.0386041448496856,training
2020-09-28,Asset Management,20,8268909.436590008,85672847.57930002,4214955.759880006,4053953.676710002,81457891.81942001,93941757.01589005,18.358185552629976,-77403938.14271,-0.8239566791327663,0.8239566791327663,4,-0.11810502108040698,0.909432172514389,2020-10-05,0.7076555702351601,0.8239566791327663,-0.8194233955171069,-0.1846507714731246,0.0378234246521012,training
2020-10-05,Asset Management,21,53831401.15593002,314442427.07628006,51188057.01810002,2643344.1378299966,263254370.05818003,368273828.2322101,19.724337320601663,-260611025.92035004,-0.7076555702351601,0.7076555702351601,4,-0.05617611093947904,0.9614558468755326,2020-10-12,0.2241357743166967,0.7076555702351601,0.8239566791327663,-0.8194233955171069,-0.1846507714731246,training
2020-10-12,Asset Management,22,26735320.51973001,42182203.022960015,22102477.66196001,4632842.857770003,20079725.36100001,68917523.54269002,18.04842105114217,-15446882.503230006,-0.2241357743166967,0.2241357743166967,4,-0.07207909298657528,0.655868313279154,2020-10-19,0.0291172383198186,0.2241357743166967,0.7076555702351601,0.8239566791327663,-0.8194233955171069,training
2020-10-19,Asset Management,22,302037404.05547,320153896.43229,298394565.24478,3642838.8106899858,21759331.187510014,622191300.4877601,20.24875816207898,-18116492.376820028,-0.0291172383198186,0.0291172383198186,4,0.29837085189199164,0.7957292839514717,2020-10-26,0.0328111719048109,0.0291172383198186,0.2241357743166967,0.7076555702351601,0.8239566791327663,training
2020-10-26,Asset Management,23,469070026.6831901,500895740.20225006,467651389.1080401,1418637.575150013,33244351.09420997,969965766.88544,20.69277133799921,-31825713.51905996,-0.0328111719048109,0.0328111719048109,4,-0.31693437144691483,0.6259431000842225,2020-11-02,-0.0637076877399838,0.0328111719048109,0.0291172383198186,0.2241357743166967,0.7076555702351601,training
2020-11-02,Asset Management,25,394458696.1794601,347208776.42770004,336881873.2085,57576822.97096002,10326903.219200017,741667472.6071601,20.424411551905568,47249919.751760006,0.0637076877399838,-0.0637076877399838,4,0.6828807156079124,0.5721213983984023,2020-11-09,0.0326255134467219,-0.0637076877399838,0.0328111719048109,0.0291172383198186,0.2241357743166967,training
2020-11-09,Asset Management,26,89381981.65650994,95410945.79596992,80200112.60405993,9181869.05245,15210833.19191,184792927.45247987,19.034746450489912,-6028964.139459997,-0.0326255134467219,0.0326255134467219,4,0.40047712447243533,0.40395346475093913,2020-11-16,-0.0108544986067868,0.0326255134467219,-0.0637076877399838,0.0328111719048109,0.0291172383198186,training
2020-11-16,Asset Management,30,911100179.4180698,891533494.7136599,888536928.9452798,22563250.472790003,2996565.768380046,1802633674.1317296,21.312514585334327,19566684.70440996,0.0108544986067868,-0.0108544986067868,4,0.1464887139512349,0.6402383162312708,2020-11-23,0.0045059660641651,-0.0108544986067868,0.0326255134467219,-0.0637076877399838,0.0328111719048109,training
2020-11-23,Asset Management,29,448937462.82423,453001569.49581,445716041.985,3221420.839230001,7285527.510810018,901939032.32004,20.620057485188276,-4064106.6715800166,-0.0045059660641651,0.0045059660641651,4,-0.14568013801620933,0.6331090547824159,2020-11-30,-0.0283784345700462,0.0045059660641651,-0.0108544986067868,0.0326255134467219,-0.0637076877399838,training
2020-11-30,Asset Management,32,111403379.71198995,105254955.32702996,103191851.78661996,8211527.925369993,2063103.540409997,216658335.0390199,19.193832182395987,6148424.384959996,0.0283784345700462,-0.0283784345700462,4,0.5069583303805211,0.6010045559738308,2020-12-07,0.011971196031434,-0.0283784345700462,0.0045059660641651,-0.0108544986067868,0.0326255134467219,training
2020-12-07,Asset Management,32,104056651.67080998,106578202.80478998,102479105.42589998,1577546.2449100018,4099097.378889993,210634854.47559997,19.16563664955176,-2521551.133979991,-0.011971196031434,0.011971196031434,4,0.06938640861804321,0.43456731994060344,2020-12-14,-0.0671815503386579,0.011971196031434,-0.0283784345700462,0.0045059660641651,-0.0108544986067868,training
2020-12-14,Asset Management,36,97351983.47865996,85094917.79650997,76610970.37215996,20741013.1065,8483947.424350008,182446901.2751699,19.021969742216267,12257065.682149991,0.0671815503386579,-0.0671815503386579,4,0.7328844720868202,0.6196366668331752,2020-12-21,-0.2757052100089672,-0.0671815503386579,0.011971196031434,-0.0283784345700462,0.0045059660641651,training
2020-12-21,Asset Management,36,300720536.3765801,170737186.01442006,167055884.50824007,133664651.86834005,3681301.506179989,471457722.39100015,19.971339991947733,129983350.36216006,0.2757052100089672,-0.2757052100089672,4,0.7604397402532496,0.9478294471831203,2020-12-28,-0.1089765475965493,-0.2757052100089672,-0.0671815503386579,0.011971196031434,-0.0283784345700462,training
2020-12-28,Asset Management,37,633455987.7454002,508959492.75916016,498509817.62120014,134946170.12420005,10449675.137960017,1142415480.5045605,20.85641070119496,124496494.98624004,0.1089765475965493,-0.1089765475965493,4,0.8037902767372588,0.823905606365868,2021-01-04,-0.3498652481043482,-0.1089765475965493,-0.2757052100089672,-0.0671815503386579,0.011971196031434,training
2021-01-04,Asset Management,39,309737173.23255,149178520.26726,132122509.74126,177614663.49129003,17056010.525999993,458915693.49981,19.944377079041328,160558652.96529004,0.3498652481043482,-0.3498652481043482,4,0.6572001321332529,0.8890266713827236,2021-01-11,-0.2074771096164283,-0.3498652481043482,-0.1089765475965493,-0.2757052100089672,-0.0671815503386579,training
2021-01-11,Asset Management,39,438258628.53285,287649341.1380101,257769992.2849801,180488636.24786997,29879348.85303,725907969.67086,20.40293380259272,150609287.39483994,0.2074771096164283,-0.2074771096164283,4,0.09958507226415811,0.7767774339920752,2021-01-18,0.1508931257669487,-0.2074771096164283,-0.3498652481043482,-0.1089765475965493,-0.2757052100089672,training
2021-01-18,Asset Management,42,248857102.2151899,337304922.3001999,195274390.3628199,53582711.85237,142030531.93738002,586162024.5153898,20.189106803377417,-88447820.08501002,-0.1508931257669487,0.1508931257669487,4,-0.2303104096289382,0.5762322568849398,2021-01-25,0.4610492220082302,0.1508931257669487,-0.2074771096164283,-0.3498652481043482,-0.1089765475965493,training
2021-01-25,Asset Management,44,57977594.91130005,157172275.09106004,30497106.70976005,27480488.201539997,126675168.3813,215149870.0023601,19.186845417677983,-99194680.17976,-0.4610492220082302,0.4610492220082302,4,0.37682391071154187,0.55154484025748,2021-02-01,-0.0770081881457492,0.4610492220082302,0.1508931257669487,-0.2074771096164283,-0.3498652481043482,training
2021-02-01,Asset Management,46,445664383.83459,381932636.76351,246736739.75381997,198927644.08077,135195897.00969005,827597020.5981,20.53403690498687,63731747.07107997,0.0770081881457492,-0.0770081881457492,4,0.40872395001578044,0.5499719446858218,2021-02-08,-0.0530549443017005,-0.0770081881457492,0.4610492220082302,0.1508931257669487,-0.2074771096164283,training
2021-02-08,Asset Management,48,493511301.41718006,443783194.16004014,333739272.6675301,159772028.74964994,110043921.49251002,937294495.5772202,20.65850808812924,49728107.25713992,0.0530549443017005,-0.0530549443017005,4,0.20472152474921473,0.493568388855739,2021-02-15,-0.3431854453644733,-0.0530549443017005,-0.0770081881457492,0.4610492220082302,0.1508931257669487,training
2021-02-15,Asset Management,48,226340121.25467005,110679792.1695,62768905.61372998,163571215.64094007,47910886.555770025,337019913.4241701,19.635652579817496,115660329.08517005,0.3431854453644733,-0.3431854453644733,4,0.5144904893030773,0.5632750113617165,2021-02-22,0.2537565934910643,-0.3431854453644733,-0.0530549443017005,-0.0770081881457492,0.4610492220082302,training
2021-02-22,Asset Management,50,175048433.95735997,294097242.72277,63582456.65233998,111465977.30502,230514786.07043,469145676.68013,19.96642389157067,-119048808.76541,-0.2537565934910643,0.2537565934910643,4,-0.19185212139301222,0.542158900132955,2021-03-01,0.2706637858172787,0.2537565934910643,-0.3431854453644733,-0.0530549443017005,-0.0770081881457492,training
2021-03-01,Asset Management,52,136833983.79881003,238394836.97802004,71595000.61770004,65238983.18111,166799836.36032,375228820.7768301,19.74304658924849,-101560853.17921,-0.2706637858172787,0.2706637858172787,4,0.2732627083022687,0.5250234346053111,2021-03-08,-0.2494724770746889,0.2706637858172787,0.2537565934910643,-0.3431854453644733,-0.0530549443017005,training
2021-03-08,Asset Management,53,323473876.6566201,194302837.26340008,147966887.7870501,175506988.86957,46335949.47634998,517776713.92002016,20.065054655016063,129171039.39322,0.2494724770746889,-0.2494724770746889,4,0.4682940305653247,0.5715447677162695,2021-03-15,-0.2641149636260201,-0.2494724770746889,0.2706637858172787,0.2537565934910643,-0.3431854453644733,training
2021-03-15,Asset Management,53,456159044.8179601,265545955.03348008,257995672.95053008,198163371.86743,7550282.082949996,721704999.8514402,20.39712702728473,190613089.78448,0.2641149636260201,-0.2641149636260201,4,0.5166425662841788,0.7584515286366379,2021-03-22,0.0110430114777988,-0.2641149636260201,-0.2494724770746889,0.2706637858172787,0.2537565934910643,training
2021-03-22,Asset Management,53,671375726.7245198,686369320.8690199,589659350.8495599,81716375.87495995,96709970.01945996,1357745047.5935397,21.02909110809927,-14993594.144500015,-0.0110430114777988,0.0110430114777988,4,-0.1816624709688833,0.5379443538807643,2021-03-29,-0.3298548624152309,0.0110430114777988,-0.2641149636260201,-0.2494724770746889,0.2706637858172787,training
2021-03-29,Asset Management,54,194879796.10621017,98204511.98479012,7822236.872200146,187057559.23401004,90382275.11259,293084308.0910003,19.495970869928765,96675284.12142004,0.3298548624152309,-0.3298548624152309,4,0.25880500118764616,0.48475286141166246,2021-04-05,-0.0734968006395815,-0.3298548624152309,0.0110430114777988,-0.2641149636260201,-0.2494724770746889,training
2021-04-05,Asset Management,57,631625190.5715799,545136938.9387498,445132937.46493983,186492253.1066401,100004001.47380996,1176762129.5103295,20.88603254667791,86488251.63283014,0.0734968006395815,-0.0734968006395815,4,0.19453138895303643,0.532625666634442,2021-04-12,0.1783297692563439,-0.0734968006395815,-0.3298548624152309,0.0110430114777988,-0.2641149636260201,training
2021-04-12,Asset Management,59,190226058.57506964,272796822.03459966,162000296.9183597,28225761.65670994,110796525.11623996,463022880.6096693,19.953287031152623,-82570763.45953003,-0.1783297692563439,0.1783297692563439,4,-0.29608077292717966,0.5351706707516162,2021-04-19,0.0036462789002043,0.1783297692563439,-0.0734968006395815,-0.3298548624152309,0.0110430114777988,training
2021-04-19,Asset Management,59,181425914.44550985,182753815.3099995,31478765.97861981,149947148.46689004,151275049.33137968,364179729.7555094,19.713158069550627,-1327900.8644896448,-0.0036462789002043,0.0036462789002043,4,-0.24056473636505343,0.5038052522026193,2021-04-26,0.7238701899954343,0.0036462789002043,0.1783297692563439,-0.0734968006395815,-0.3298548624152309,training
